95,0.0000
107,-0.0307
113,-0.0113
119,-0.0089
119,-0.0067
125,-0.0743
132,-0.1322
138,-0.1670
145,-0.2185
152,-0.2502
152,-0.2900
159,-0.3646
165,-0.4328
171,-0.4467
179,-0.3959
186,-0.3776
193,-0.4041
200,-0.4307
200,-0.4378
208,-0.4285
215,-0.4215
223,-0.4341
231,-0.4350
238,-0.4300
245,-0.4204
253,-0.4424
261,-0.4894
268,-0.4807
275,-0.4354
284,-0.4089
292,-0.3967
292,-0.4111
299,-0.4100
307,-0.4220
314,-0.4426
322,-0.4985
330,-0.4935
338,-0.4935
346,-0.4457
354,-0.4137
361,-0.3963
369,-0.3898
377,-0.3898
385,-0.4013
393,-0.3802
402,-0.3507
409,-0.3274
417,-0.3213
426,-0.3472
435,-0.3678
444,-0.3735
444,-0.4180
452,-0.4330
460,-0.3976
468,-0.3507
477,-0.2937
485,-0.2859
493,-0.2659
502,-0.2927
510,-0.2671
519,-0.2531
529,-0.2163
538,-0.2195
546,-0.3111
555,-0.3559
563,-0.4215
571,-0.4399
579,-0.4247
588,-0.3987
596,-0.3575
604,-0.3231
613,-0.2879
621,-0.2403
629,-0.1983
638,-0.1263
646,-0.1331
655,-0.1903
663,-0.1819
672,-0.1099
681,-0.0675
689,-0.1291
698,-0.1523
707,-0.2175
716,-0.2383
724,-0.2983
733,-0.3831
742,-0.4043
751,-0.3111
760,-0.1231
769,0.0441
779,0.1405
789,0.2061
798,0.2165
807,0.2457
816,0.2781
826,0.2757
835,0.2469
844,0.2313
852,0.2257
860,0.2069
869,0.2133
878,0.2689
886,0.3417
895,0.3137
903,0.3297
912,0.3829
922,0.5637
931,0.6625
939,0.7641
947,0.9677
955,1.0957
964,1.1285
973,1.0637
981,0.9565
990,0.9181
998,0.9161
1008,0.8901
1016,0.8477
1024,0.7053
1033,0.6053
1042,0.5121
1051,0.5097
1059,0.5037
1068,0.5101
1077,0.4509
1086,0.3945
1095,0.3661
1104,0.3313
1113,0.2685
1121,0.1413
1130,0.0261
1139,0.0041
1147,-0.0255
1155,-0.0747
1164,-0.2431
1173,-0.3771
1180,-0.4679
1188,-0.5399
1197,-0.5655
1206,-0.5963
1214,-0.5815
1224,-0.5703
1232,-0.5507
1241,-0.4675
1249,-0.4087
1258,-0.3271
1266,-0.3227
1276,-0.2911
1285,-0.2375
1285,-0.1751
1295,-0.1399
1295,-0.1783
1304,-0.1987
1304,-0.2055
1312,-0.1503
1312,-0.1655
1320,-0.2235
1329,-0.2843
1337,-0.2303
1346,-0.0867
1356,-0.0151
1356,0.0513
1365,0.1777
1375,0.2541
1455,0.3849
1465,0.4689
1474,0.5409
1484,0.6193
1495,0.7297
1505,0.9781
1514,1.1853
1561,0.7377
1570,0.7229
1581,0.7385
1586,0.7665
1586,0.7885
1610,0.9001
1615,0.9877
1620,1.1169
1639,1.0769
1649,1.0433
1659,0.9881
1668,0.9169
1678,0.8073
1688,0.6621
1688,0.5373
1699,0.5297
1709,0.5541
1718,0.4677
1728,0.5533
1739,0.4961
1749,0.5313
1759,0.5293
1769,0.5557
1780,0.6341
1789,0.6629
1800,0.6069
1811,0.5421
1823,0.5469
1833,0.5461
1842,0.4529
1862,0.3669
1871,0.3869
1881,0.4009
1892,0.4865
1901,0.5561
1912,0.6589
1922,0.7621
1931,1.0005
1940,1.1289
1946,1.2793
1958,1.2833
1968,1.3381
1977,1.3465
1987,1.3613
1997,1.3813
2006,1.4861
2016,1.6341
2019,1.7289
2033,1.7165
2046,1.7541
2046,1.7917
2057,1.9509
2068,2.0205
2078,1.9501
2088,1.9081
2099,1.8421
2108,1.8121
2116,1.7545
2127,1.7101
2139,1.5753
2149,1.4849
2159,1.4753
2170,1.5673
2181,1.6073
2192,1.6013
2202,1.5589
2212,1.3913
2222,1.2005
2233,1.0197
2242,1.0073
2252,1.0357
2263,0.9237
2272,0.8225
2292,0.9093
2292,0.9833
2303,1.1165
2313,1.2901
2323,1.4481
2333,1.4949
2354,1.4681
2354,1.4917
2364,1.4357
2372,1.4181
2372,1.3181
2394,1.1149
2405,1.0617
2413,1.1233
2426,1.2205
2434,1.2745
2441,1.2953
2457,1.2661
2467,1.1941
2478,1.2005
2478,1.2009
2499,1.2365
2510,1.2625
2521,1.2353
2530,1.0573
2541,0.8833
2553,0.8281
2564,0.7641
2574,0.6973
2586,0.7105
2597,0.7389
2608,0.7685
2619,0.8541
2630,0.8557
2641,0.7945
2651,0.8025
2661,0.8753
2672,1.0709
2682,1.1177
2693,1.0081
2704,0.9145
2715,0.7761
2726,0.6913
2737,0.6401
